deg,mos_pred,model,average_mos
5105/28240/valle_3_6_5105-28240-0004_2023_06_23_08_13_55.wav,2.5242879390716553,NISQA_TTS_v1,3.203533111164322
5105/28240/valle_3_6_5105-28240-0012_2023_06_23_08_22_06.wav,2.9867968559265137,NISQA_TTS_v1,3.203533111164322
5105/28240/valle_3_6_5105-28240-0007_2023_06_23_08_26_29.wav,3.749016523361206,NISQA_TTS_v1,3.203533111164322
5105/28240/valle_3_6_5105-28240-0005_2023_06_23_08_11_54.wav,3.3930742740631104,NISQA_TTS_v1,3.203533111164322
5105/28240/valle_3_6_5105-28240-0015_2023_06_23_07_46_50.wav,3.724510669708252,NISQA_TTS_v1,3.203533111164322
5105/28240/valle_3_6_5105-28240-0003_2023_06_23_08_04_26.wav,3.819352865219116,NISQA_TTS_v1,3.203533111164322
5105/28240/valle_3_6_5105-28240-0012_2023_06_23_08_22_59.wav,3.7781314849853516,NISQA_TTS_v1,3.203533111164322
5105/28240/valle_3_6_5105-28240-0007_2023_06_23_08_28_21.wav,3.037976026535034,NISQA_TTS_v1,3.203533111164322
5105/28240/valle_3_6_5105-28240-0012_2023_06_23_08_20_54.wav,2.9398152828216553,NISQA_TTS_v1,3.203533111164322
5105/28240/valle_3_6_5105-28240-0004_2023_06_23_08_16_31.wav,3.057142972946167,NISQA_TTS_v1,3.203533111164322
5105/28240/valle_3_6_5105-28240-0016_2023_06_23_08_25_34.wav,3.4662692546844482,NISQA_TTS_v1,3.203533111164322
5105/28240/valle_3_6_5105-28240-0005_2023_06_23_08_07_27.wav,3.6975314617156982,NISQA_TTS_v1,3.203533111164322
5105/28240/valle_3_6_5105-28240-0003_2023_06_23_08_03_37.wav,3.4146676063537598,NISQA_TTS_v1,3.203533111164322
5105/28240/valle_3_6_5105-28240-0017_2023_06_23_08_30_16.wav,3.2831313610076904,NISQA_TTS_v1,3.203533111164322
5105/28240/valle_3_6_5105-28240-0011_2023_06_23_07_48_03.wav,2.7339041233062744,NISQA_TTS_v1,3.203533111164322
5105/28240/valle_3_6_5105-28240-0007_2023_06_23_08_27_31.wav,3.964519739151001,NISQA_TTS_v1,3.203533111164322
5105/28240/valle_3_6_5105-28240-0019_2023_06_23_08_33_52.wav,3.956005334854126,NISQA_TTS_v1,3.203533111164322
5105/28240/valle_3_6_5105-28240-0017_2023_06_23_08_29_21.wav,3.1546666622161865,NISQA_TTS_v1,3.203533111164322
5105/28240/valle_3_6_5105-28240-0016_2023_06_23_08_23_43.wav,2.6216230392456055,NISQA_TTS_v1,3.203533111164322
5105/28240/valle_3_6_5105-28240-0019_2023_06_23_08_35_17.wav,3.0122568607330322,NISQA_TTS_v1,3.203533111164322
5105/28240/valle_3_6_5105-28240-0016_2023_06_23_08_24_32.wav,2.976299524307251,NISQA_TTS_v1,3.203533111164322
5105/28240/valle_3_6_5105-28240-0024_2023_06_23_07_55_09.wav,2.674064874649048,NISQA_TTS_v1,3.203533111164322
5105/28240/valle_3_6_5105-28240-0019_2023_06_23_08_32_37.wav,3.2774548530578613,NISQA_TTS_v1,3.203533111164322
5105/28240/valle_3_6_5105-28240-0015_2023_06_23_07_41_18.wav,3.5293924808502197,NISQA_TTS_v1,3.203533111164322
5105/28240/valle_3_6_5105-28240-0000_2023_06_23_08_00_45.wav,2.9459612369537354,NISQA_TTS_v1,3.203533111164322
5105/28240/valle_3_6_5105-28240-0002_2023_06_23_07_58_53.wav,2.597374200820923,NISQA_TTS_v1,3.203533111164322
5105/28240/valle_3_6_5105-28240-0022_2023_06_23_08_18_49.wav,3.615893840789795,NISQA_TTS_v1,3.203533111164322
5105/28240/valle_3_6_5105-28240-0017_2023_06_23_08_31_16.wav,3.162505865097046,NISQA_TTS_v1,3.203533111164322
5105/28240/valle_3_6_5105-28240-0024_2023_06_23_07_57_31.wav,4.575504302978516,NISQA_TTS_v1,3.203533111164322
5105/28240/valle_3_6_5105-28240-0005_2023_06_23_08_09_19.wav,2.908398151397705,NISQA_TTS_v1,3.203533111164322
5105/28240/valle_3_6_5105-28240-0011_2023_06_23_07_49_29.wav,2.6207802295684814,NISQA_TTS_v1,3.203533111164322
5105/28240/valle_3_6_5105-28240-0003_2023_06_23_08_05_42.wav,3.888892650604248,NISQA_TTS_v1,3.203533111164322
5105/28240/valle_3_6_5105-28240-0022_2023_06_23_08_19_37.wav,2.986287832260132,NISQA_TTS_v1,3.203533111164322
5105/28240/valle_3_6_5105-28240-0022_2023_06_23_08_17_27.wav,2.6311566829681396,NISQA_TTS_v1,3.203533111164322
5105/28240/valle_3_6_5105-28240-0000_2023_06_23_08_02_42.wav,2.809339761734009,NISQA_TTS_v1,3.203533111164322
5105/28240/valle_3_6_5105-28240-0004_2023_06_23_08_15_13.wav,3.5847065448760986,NISQA_TTS_v1,3.203533111164322
5105/28240/valle_3_6_5105-28240-0011_2023_06_23_07_50_41.wav,2.2856271266937256,NISQA_TTS_v1,3.203533111164322
