deg,mos_pred,model,average_mos
5105/28240/styletts_5105-28240-0002_2023_06_21_11_51_21_0.wav,3.77959942817688,NISQA_TTS_v1,3.3159562009689094
5105/28240/styletts_5105-28240-0016_2023_06_21_11_51_39_1.wav,2.4863011837005615,NISQA_TTS_v1,3.3159562009689094
5105/28240/styletts_5105-28240-0007_2023_06_21_11_51_42_2.wav,3.154613971710205,NISQA_TTS_v1,3.3159562009689094
5105/28240/styletts_5105-28240-0002_2023_06_21_11_51_23_2.wav,3.77959942817688,NISQA_TTS_v1,3.3159562009689094
5105/28240/styletts_5105-28240-0003_2023_06_21_11_51_27_1.wav,3.811140298843384,NISQA_TTS_v1,3.3159562009689094
5105/28240/styletts_5105-28240-0005_2023_06_21_11_51_31_2.wav,2.797506093978882,NISQA_TTS_v1,3.3159562009689094
5105/28240/styletts_5105-28240-0007_2023_06_21_11_51_41_1.wav,3.154613971710205,NISQA_TTS_v1,3.3159562009689094
5105/28240/styletts_5105-28240-0000_2023_06_21_11_51_24_1.wav,3.7981173992156982,NISQA_TTS_v1,3.3159562009689094
5105/28240/styletts_5105-28240-0011_2023_06_21_11_51_17_1.wav,3.604661226272583,NISQA_TTS_v1,3.3159562009689094
5105/28240/styletts_5105-28240-0016_2023_06_21_11_51_38_0.wav,2.4863011837005615,NISQA_TTS_v1,3.3159562009689094
5105/28240/styletts_5105-28240-0000_2023_06_21_11_51_25_2.wav,3.7981173992156982,NISQA_TTS_v1,3.3159562009689094
5105/28240/styletts_5105-28240-0011_2023_06_21_11_51_17_2.wav,3.604661226272583,NISQA_TTS_v1,3.3159562009689094
5105/28240/styletts_5105-28240-0004_2023_06_21_11_51_32_1.wav,3.8981902599334717,NISQA_TTS_v1,3.3159562009689094
5105/28240/styletts_5105-28240-0004_2023_06_21_11_51_32_0.wav,3.8981902599334717,NISQA_TTS_v1,3.3159562009689094
5105/28240/styletts_5105-28240-0019_2023_06_21_11_51_46_2.wav,3.702662229537964,NISQA_TTS_v1,3.3159562009689094
5105/28240/styletts_5105-28240-0016_2023_06_21_11_51_40_2.wav,2.4863011837005615,NISQA_TTS_v1,3.3159562009689094
5105/28240/styletts_5105-28240-0017_2023_06_21_11_51_43_1.wav,3.1868364810943604,NISQA_TTS_v1,3.3159562009689094
5105/28240/styletts_5105-28240-0022_2023_06_21_11_51_36_2.wav,3.2751431465148926,NISQA_TTS_v1,3.3159562009689094
5105/28240/styletts_5105-28240-0024_2023_06_21_11_51_18_0.wav,3.658562660217285,NISQA_TTS_v1,3.3159562009689094
5105/28240/styletts_5105-28240-0017_2023_06_21_11_51_42_0.wav,3.1868364810943604,NISQA_TTS_v1,3.3159562009689094
5105/28240/styletts_5105-28240-0022_2023_06_21_11_51_34_0.wav,3.2751431465148926,NISQA_TTS_v1,3.3159562009689094
5105/28240/styletts_5105-28240-0012_2023_06_21_11_51_37_1.wav,2.897428274154663,NISQA_TTS_v1,3.3159562009689094
5105/28240/styletts_5105-28240-0000_2023_06_21_11_51_23_0.wav,3.7981173992156982,NISQA_TTS_v1,3.3159562009689094
5105/28240/styletts_5105-28240-0007_2023_06_21_11_51_40_0.wav,3.154613971710205,NISQA_TTS_v1,3.3159562009689094
